GeographyKey,FirstName,MiddleName,LastName,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Region,Age,AgeRegularBin,score
60,Mackenzie,K,Edwards,S,F,2,0,Partial High School,Skilled Manual,2,1-2 Miles,North America,61,65,no
62,Mason,G,Sanders,M,M,2,0,High School,Professional,2,5-10 Miles,North America,61,65,no
607,Javier,W,Ramos,S,M,4,4,Partial College,Professional,3,2-5 Miles,North America,51,65,yes
536,Rachael,K,Smith,M,F,5,5,Partial College,Professional,3,2-5 Miles,North America,51,65,no
632,Seth,A,Jones,M,M,4,1,Bachelors,Management,0,2-5 Miles,North America,52,65,yes
325,Sean,A,Hill,S,M,3,2,Bachelors,Management,0,1-2 Miles,North America,52,65,yes
358,Devin,J,Turner,M,M,1,2,Graduate Degree,Management,0,0-1 Miles,North America,52,65,no
536,Grace,A,Russell,S,F,4,3,Partial College,Professional,2,2-5 Miles,North America,53,65,no
631,Alyssa,A,Miller,S,F,0,0,Partial College,Professional,1,5-10 Miles,North America,53,65,no
633,Nicole,A,Bennett,S,F,0,0,Partial College,Professional,1,10+ Miles,North America,53,65,no
314,Sean,K,Roberts,S,M,2,2,Graduate Degree,Management,2,0-1 Miles,North America,53,65,no
326,Christina,C,Gray,S,F,2,2,Graduate Degree,Management,2,1-2 Miles,North America,53,65,no
331,Samuel,A,Young,S,M,2,2,Graduate Degree,Management,3,1-2 Miles,North America,52,65,no
372,Jeremy,A,Baker,M,M,3,2,Partial College,Professional,0,0-1 Miles,North America,61,65,yes
348,Alyssa,A,Rodriguez,M,F,3,2,Partial College,Professional,1,0-1 Miles,North America,60,65,no
552,Jesse,C,James,M,M,3,2,Partial College,Professional,1,0-1 Miles,North America,61,65,no
546,Julia,A,Williams,M,F,3,0,Partial College,Professional,2,2-5 Miles,North America,61,65,yes
611,Richard,A,Martin,M,M,2,0,Graduate Degree,Management,2,5-10 Miles,North America,83,50,no
66,Charles,A,Hall,S,M,4,3,Partial College,Professional,2,0-1 Miles,North America,53,65,no
627,Marcus,A,Phillips,M,M,0,0,Partial College,Professional,1,10+ Miles,North America,54,65,no
633,Hailey,A,Cooper,S,F,0,0,Partial College,Professional,2,2-5 Miles,North America,54,65,yes
548,Fernando,A,Robinson,S,M,0,0,Partial College,Professional,2,0-1 Miles,North America,54,65,yes
637,Sydney,M,Coleman,S,F,0,0,Partial College,Professional,2,0-1 Miles,North America,54,65,yes
300,Dustin,A,Xu,S,M,0,2,Partial College,Professional,2,2-5 Miles,North America,54,65,no
314,Zoe,F,Gray,M,F,5,3,Bachelors,Management,0,5-10 Miles,North America,54,65,no
315,David,A,Jai,M,M,5,3,Bachelors,Management,1,5-10 Miles,North America,54,65,no
336,Jenna,T,Allen,M,F,4,3,Partial College,Professional,0,5-10 Miles,North America,54,65,yes
53,Isabella,A,Lee,M,F,5,4,Partial College,Professional,2,5-10 Miles,North America,55,65,no
66,Benjamin,F,Coleman,S,M,5,4,Partial College,Professional,3,5-10 Miles,North America,54,65,yes
50,Gabriel,A,Evans,M,M,5,4,Partial College,Professional,3,2-5 Miles,North America,56,65,no
52,Luis,A,Nelson,M,M,5,4,Partial College,Professional,3,5-10 Miles,North America,56,65,no
609,Autumn,A,Huang,M,F,5,4,Partial College,Professional,3,1-2 Miles,North America,55,65,no
642,Nicholas,S,Wilson,M,M,4,3,High School,Professional,2,5-10 Miles,North America,55,65,no
644,Miguel,C,Taylor,S,M,3,2,Partial College,Professional,0,1-2 Miles,North America,56,65,no
301,Jamie,R,Blanco,S,M,1,3,Partial College,Professional,0,5-10 Miles,North America,56,65,yes
337,Thomas,A,Taylor,M,M,1,3,Bachelors,Management,3,0-1 Miles,North America,56,65,yes
54,Nicole,A,Foster,M,F,4,3,High School,Professional,0,5-10 Miles,North America,61,65,no
385,James,A,Shan,M,M,4,3,High School,Professional,0,5-10 Miles,North America,62,65,no
545,Nicholas,L,Harris,S,M,4,3,High School,Professional,0,5-10 Miles,North America,62,65,no
631,Olivia,A,Bryant,M,F,4,3,High School,Professional,0,5-10 Miles,North America,62,65,no
59,James,A,Johnson,M,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,62,65,no
301,Spencer,P,Washington,M,M,4,0,Graduate Degree,Management,2,5-10 Miles,North America,81,50,yes
311,Adriana,A,Garcia,M,F,4,0,Graduate Degree,Management,2,5-10 Miles,North America,81,50,no
335,Isabelle,A,Perry,M,F,4,0,Bachelors,Management,2,5-10 Miles,North America,81,50,no
338,Logan,A,Lopez,M,M,2,3,Graduate Degree,Management,0,5-10 Miles,North America,81,50,no
63,Dalton,A,Torres,M,M,5,4,Partial College,Professional,3,5-10 Miles,North America,57,65,no
607,George,A,Rana,M,M,5,4,Partial College,Professional,0,1-2 Miles,North America,56,65,no
302,Connor,M,Sharma,S,M,3,3,Partial College,Professional,0,2-5 Miles,North America,57,65,yes
348,Jesse,A,Campbell,S,M,1,2,Partial College,Professional,0,2-5 Miles,North America,57,65,yes
361,Rachel,A,Henderson,M,F,3,1,High School,Professional,0,5-10 Miles,North America,63,65,yes
623,Blake,A,Jones,M,M,3,1,High School,Professional,1,5-10 Miles,North America,63,65,yes
545,Faith,O,Powell,S,F,3,0,Graduate Degree,Management,2,1-2 Miles,North America,64,65,yes
311,Morgan,R,Cooper,M,F,3,0,Graduate Degree,Management,2,5-10 Miles,North America,64,65,yes
65,Joshua,A,Rodriguez,M,M,3,0,Graduate Degree,Management,2,5-10 Miles,North America,64,65,yes
631,Zachary,A,Henderson,M,M,3,0,Partial College,Professional,2,5-10 Miles,North America,65,65,no
68,Erin,D,Kelly,M,F,3,0,Partial College,Professional,2,5-10 Miles,North America,65,65,no
618,Chloe,A,Bell,M,F,3,0,Partial College,Professional,2,5-10 Miles,North America,66,80,no
355,Zachary,A,Walker,S,M,4,0,Partial College,Professional,2,1-2 Miles,North America,66,80,yes
326,Ashley,V,Miller,S,F,4,0,Partial College,Professional,2,1-2 Miles,North America,66,80,yes
536,Ronald,J,Martinez,M,M,4,0,High School,Professional,2,1-2 Miles,North America,68,80,no
49,Katherine,M,Adams,S,F,4,0,High School,Professional,2,1-2 Miles,North America,68,80,no
312,Jacqueline,E,Long,S,F,4,0,High School,Professional,2,1-2 Miles,North America,68,80,no
548,Richard,A,Wilson,M,M,4,0,Partial College,Professional,2,5-10 Miles,North America,68,80,yes
35,Alexis,A,Gonzales,M,F,5,5,Bachelors,Professional,3,10+ Miles,Pacific,54,65,no
18,Sydney,A,Green,M,F,5,5,Bachelors,Professional,3,5-10 Miles,Pacific,53,65,no
29,Steve,V,Liu,S,M,3,2,Bachelors,Professional,2,5-10 Miles,Pacific,54,65,yes
40,Ronnie,A,Yang,S,M,1,0,Bachelors,Professional,1,5-10 Miles,Pacific,55,65,yes
17,Derrick,P,Rubio,M,M,1,0,Bachelors,Professional,1,5-10 Miles,Pacific,55,65,yes
31,Cara,A,Xu,S,F,1,0,Bachelors,Professional,1,0-1 Miles,Pacific,54,65,yes
37,Alison,A,Luo,S,F,1,0,Partial College,Skilled Manual,1,5-10 Miles,Pacific,55,65,no
2,Jaime,P,Ferrier,M,M,1,0,Partial College,Skilled Manual,1,5-10 Miles,Pacific,56,65,no
40,Kendra,S,Munoz,S,F,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,56,65,yes
4,Ivan,M,Prasad,S,M,0,0,Bachelors,Professional,1,5-10 Miles,Pacific,51,65,no
21,Alexis,M,Powell,S,F,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,56,65,yes
18,Brett,A,Martinez,M,M,1,0,Partial College,Skilled Manual,1,5-10 Miles,Pacific,57,65,yes
13,Rafael,A,Nath,S,M,1,0,Bachelors,Professional,1,2-5 Miles,Pacific,57,65,yes
20,Ashlee,A,Luo,S,F,0,0,Bachelors,Professional,1,0-1 Miles,Pacific,52,65,yes
31,Dawn,A,Goel,S,F,5,5,Bachelors,Professional,0,1-2 Miles,Pacific,52,65,no
39,Savannah,A,Adams,S,F,5,5,Bachelors,Professional,0,1-2 Miles,Pacific,52,65,no
18,Victor,T,Hernandez,M,M,2,0,Bachelors,Professional,1,5-10 Miles,Pacific,57,65,no
31,Carlos,J,Evans,S,M,0,0,Bachelors,Professional,2,5-10 Miles,Pacific,54,65,yes
37,Darren,A,Munoz,S,M,0,0,Bachelors,Professional,2,5-10 Miles,Pacific,54,65,yes
23,Bruce,A,Lopez,S,M,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,55,65,yes
28,Dana,M,Suarez,S,F,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,55,65,yes
34,Justin,A,Martin,S,M,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,56,65,yes
27,Michele,A,Sanchez,M,F,5,4,Partial College,Skilled Manual,3,10+ Miles,Pacific,56,65,no
32,Misty,A,Raje,S,F,2,0,Bachelors,Professional,1,2-5 Miles,Pacific,59,65,yes
18,Lacey,L,Liu,S,F,1,0,Partial College,Skilled Manual,1,0-1 Miles,Pacific,59,65,yes
33,Kathryn,A,Jai,M,F,3,2,Partial College,Skilled Manual,2,5-10 Miles,Pacific,57,65,yes
39,Francis,R,Serrano,S,M,2,0,Bachelors,Management,1,5-10 Miles,Pacific,64,65,yes
68,Haley,A,Morris,S,F,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
300,George,T,Sai,S,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
352,Jennifer,J,Cook,M,F,0,0,High School,Skilled Manual,2,5-10 Miles,North America,42,50,no
52,Mason,A,Scott,S,M,0,0,High School,Skilled Manual,2,0-1 Miles,North America,41,50,no
59,Caleb,A,Russell,S,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
63,Jasmine,A,Anderson,M,F,0,0,High School,Skilled Manual,2,0-1 Miles,North America,41,50,no
66,Joan,A,Cook,M,F,0,0,High School,Skilled Manual,2,0-1 Miles,North America,41,50,no
536,Andres,G,Chavez,S,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
611,Kristi,A,Munoz,S,F,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
51,Victoria,A,Washington,M,F,0,0,High School,Skilled Manual,2,5-10 Miles,North America,36,50,no
337,Dakota,A,Barnes,M,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,38,50,no
53,Jocelyn,D,Patterson,S,F,0,0,Partial High School,Clerical,2,5-10 Miles,North America,38,50,no
314,Jacqueline,A,Flores,S,F,0,0,High School,Skilled Manual,2,0-1 Miles,North America,39,50,yes
642,Jose,E,Williams,S,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,39,50,no
2,Warren,A,Luo,S,M,2,0,Partial College,Clerical,2,0-1 Miles,Pacific,79,80,no
18,Kurt,C,Chavez,M,M,2,0,Bachelors,Management,2,5-10 Miles,Pacific,79,80,no
345,Jessica,A,Howard,S,F,0,0,Partial High School,Clerical,2,0-1 Miles,North America,40,50,no
345,Julia,L,Torres,S,F,0,0,High School,Skilled Manual,2,0-1 Miles,North America,40,50,no
52,Benjamin,A,Shan,S,M,0,0,Partial High School,Clerical,2,0-1 Miles,North America,38,50,yes
53,Xavier,A,Green,S,M,0,0,Partial High School,Clerical,2,5-10 Miles,North America,38,50,no
542,Paige,A,Diaz,S,F,0,0,High School,Skilled Manual,2,0-1 Miles,North America,38,50,yes
33,Vanessa,A,Price,S,F,2,0,Partial College,Clerical,2,5-10 Miles,Pacific,78,80,no
7,Deanna,K,Romero,M,F,2,0,Bachelors,Management,2,0-1 Miles,Pacific,78,80,no
9,Alisha,P,Guo,M,F,2,0,Bachelors,Management,2,0-1 Miles,Pacific,77,80,yes
21,Donna,S,Pal,M,F,2,0,Bachelors,Management,2,5-10 Miles,Pacific,75,80,yes
25,Jorge,A,Gao,M,M,2,0,Bachelors,Management,2,0-1 Miles,Pacific,75,80,yes
4,Ebony,S,Hernandez,M,F,2,0,Bachelors,Management,2,5-10 Miles,Pacific,74,80,yes
9,Bobby,A,Ray,M,M,2,0,Bachelors,Management,2,0-1 Miles,Pacific,73,80,yes
2,Ann,A,Sara,M,F,5,0,High School,Skilled Manual,2,5-10 Miles,Pacific,73,80,no
211,Alicia,D,Shen,M,F,5,1,High School,Professional,2,2-5 Miles,Europe,73,80,yes
256,Tamara,A,Lal,S,F,3,4,Bachelors,Management,3,0-1 Miles,Europe,72,80,yes
204,Theodore,A,Torres,M,M,5,1,High School,Professional,2,2-5 Miles,Europe,72,80,yes
188,Karl,G,Nath,M,M,5,1,High School,Professional,3,10+ Miles,Europe,72,80,no
121,Alan,A,Chen,M,M,3,4,Bachelors,Management,0,5-10 Miles,Europe,71,80,yes
172,Carol,P,Xu,M,F,3,4,Bachelors,Management,0,5-10 Miles,Europe,71,80,yes
237,Albert,W,Blanco,M,M,4,4,Partial College,Professional,0,5-10 Miles,Europe,70,80,yes
256,Martha,A,Gao,M,F,4,4,Partial College,Professional,0,0-1 Miles,Europe,71,80,no
238,Blake,A,Butler,S,M,3,1,High School,Professional,2,10+ Miles,Europe,62,65,yes
267,Isaiah,E,Cox,S,M,4,3,High School,Professional,1,10+ Miles,Europe,64,65,yes
243,Savannah,A,Morris,M,F,4,2,Partial College,Professional,1,2-5 Miles,Europe,64,65,yes
238,Larry,B,Alonso,M,M,4,2,Partial College,Professional,2,10+ Miles,Europe,64,65,no
154,Kristina,A,Subram,S,F,3,4,High School,Professional,3,10+ Miles,Europe,62,65,no
158,Deb,A,Dominguez,M,F,3,4,Partial College,Professional,0,0-1 Miles,Europe,63,65,no
221,Cameron,M,Smith,S,M,4,2,Partial College,Professional,2,10+ Miles,Europe,63,65,no
277,Louis,B,Xie,M,M,0,5,Bachelors,Management,3,10+ Miles,Europe,64,65,yes
278,Latasha,A,Alonso,M,F,0,5,Bachelors,Management,3,0-1 Miles,Europe,64,65,yes
207,Gabriella,J,Collins,M,F,5,2,Partial High School,Skilled Manual,2,2-5 Miles,Europe,65,65,yes
167,Deanna,A,Navarro,S,F,3,4,Partial College,Professional,0,10+ Miles,Europe,65,65,no
147,Jessica,A,Williams,M,F,3,4,Partial College,Professional,0,10+ Miles,Europe,65,65,no
220,Cole,L,Stewart,S,M,5,2,Partial High School,Skilled Manual,2,10+ Miles,Europe,66,80,yes
225,Billy,R,Gomez,M,M,4,1,High School,Professional,3,2-5 Miles,Europe,66,80,no
120,Lance,D,Gutierrez,M,M,4,1,High School,Professional,3,10+ Miles,Europe,66,80,no
162,Keith,R,Luo,M,M,4,5,Partial College,Professional,3,10+ Miles,Europe,66,80,no
229,Valerie,M,Zhu,M,F,4,5,Partial College,Professional,3,10+ Miles,Europe,66,80,no
273,Marie,A,Sanz,M,F,4,5,Partial College,Professional,0,10+ Miles,Europe,66,80,yes
164,Tanya,N,Dominguez,M,F,3,4,Partial College,Management,0,5-10 Miles,Europe,67,80,no
231,Virginia,A,Mehta,M,F,4,5,Partial College,Management,2,10+ Miles,Europe,67,80,yes
243,Molly,S,Martinez,M,F,4,5,Partial College,Management,3,10+ Miles,Europe,67,80,no
249,Nuan,A,Zheng,M,M,4,5,High School,Management,3,10+ Miles,Europe,67,80,no
184,Gerrit,Jan,Straatsma,M,M,5,1,High School,Management,3,5-10 Miles,Europe,67,80,yes
118,Drew,A,Sharma,M,M,3,4,Partial College,Management,0,10+ Miles,Europe,68,80,yes
145,Levi,J,Rana,S,M,4,5,High School,Management,3,10+ Miles,Europe,68,80,yes
151,Karla,H,Kumar,M,F,4,5,High School,Management,3,10+ Miles,Europe,68,80,no
252,Ramon,K,Yang,M,M,5,5,High School,Management,0,10+ Miles,Europe,68,80,no
204,Omar,R,Sharma,M,M,5,1,High School,Management,0,10+ Miles,Europe,68,80,no
218,Marshall,L,Huang,M,M,4,1,High School,Management,3,10+ Miles,Europe,69,80,no
271,Hailey,C,Ross,M,F,5,5,Partial High School,Professional,0,10+ Miles,Europe,70,80,no
16,Derek,E,Jai,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,41,50,no
11,Julie,A,Becker,S,F,0,0,Bachelors,Professional,0,10+ Miles,Pacific,42,50,no
18,Jacquelyn,I,Rowe,S,F,0,0,Bachelors,Professional,0,2-5 Miles,Pacific,42,50,no
39,Cole,E,Ramirez,M,M,0,0,Bachelors,Professional,2,10+ Miles,Pacific,41,50,yes
33,Gerald,A,Suri,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,41,50,no
34,Jay,M,Raman,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,40,50,yes
14,Arturo,A,Xu,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,41,50,yes
2,Damien,M,Ye,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,41,50,yes
39,Melody,A,Ruiz,M,F,0,0,Bachelors,Professional,0,10+ Miles,Pacific,43,50,no
10,Alan,A,Wang,M,M,0,0,Partial High School,Professional,0,10+ Miles,Pacific,43,50,yes
35,Mitchell,A,Carson,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,44,50,no
39,Nicole,C,Long,S,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,43,50,no
13,Jason,J,Campbell,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,43,50,yes
20,Johnathan,D,Madan,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,44,50,yes
3,Natasha,K,Rubio,M,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,45,50,no
33,Kaitlin,A,Schmidt,M,F,0,5,Partial College,Management,3,10+ Miles,Pacific,43,50,no
26,Karla,W,Yuan,M,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,45,50,yes
19,Brenda,A,Arun,S,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,45,50,yes
8,Joe,A,Subram,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,44,50,yes
28,Cheryl,C,Munoz,S,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,45,50,yes
11,Juan,A,Ramos,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,45,50,yes
20,Alexis,L,Russell,M,F,0,5,High School,Management,3,10+ Miles,Pacific,45,50,no
8,Kurt,D,Deng,M,M,0,0,Bachelors,Professional,0,10+ Miles,Pacific,46,50,no
39,Jarrod,A,Rodriguez,M,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,46,50,yes
19,Victoria,S,Cooper,M,F,0,5,Partial College,Management,3,10+ Miles,Pacific,45,50,yes
18,Diana,A,Alvarez,S,F,0,5,High School,Management,0,10+ Miles,Pacific,45,50,yes
34,Colin,A,Liang,M,M,0,5,High School,Management,3,10+ Miles,Pacific,46,50,no
22,Rachael,G,Patel,M,F,0,5,High School,Management,0,10+ Miles,Pacific,46,50,no
25,Adrian,K,Watson,S,M,0,0,Bachelors,Professional,0,10+ Miles,Pacific,47,50,no
3,Cassie,A,Nara,M,F,0,5,High School,Management,0,10+ Miles,Pacific,46,50,no
5,Ronald,B,Sai,S,M,0,5,Partial High School,Professional,0,10+ Miles,Pacific,46,50,yes
32,Kristi,M,Dominguez,M,F,0,5,Partial High School,Professional,0,10+ Miles,Pacific,47,50,yes
24,Eugene,L,He,S,M,0,5,Partial High School,Professional,0,10+ Miles,Pacific,47,50,yes
40,Terry,R,Yuan,M,M,0,5,High School,Management,0,10+ Miles,Pacific,46,50,yes
22,Armando,M,Alonso,S,M,0,5,Partial High School,Professional,0,10+ Miles,Pacific,47,50,yes
26,Arturo,A,Sharma,S,M,0,5,Partial High School,Professional,0,10+ Miles,Pacific,46,50,yes
27,Rebekah,A,Suarez,M,F,0,5,Partial High School,Professional,0,10+ Miles,Pacific,46,50,yes
12,Jessie,A,She,M,M,0,5,Partial High School,Management,0,10+ Miles,Pacific,46,50,yes
30,Jerry,C,Sharma,M,M,0,5,Partial High School,Management,0,10+ Miles,Pacific,46,50,yes
536,Tamara,A,Zeng,M,F,5,0,Bachelors,Management,2,5-10 Miles,North America,76,80,no
612,Tony,A,Chander,M,M,5,0,Bachelors,Management,2,1-2 Miles,North America,76,80,yes
609,Shawn,R,Andersen,M,M,2,3,Graduate Degree,Management,3,1-2 Miles,North America,76,80,no
609,Christopher,L,Walker,M,M,2,3,Graduate Degree,Management,3,5-10 Miles,North America,76,80,no
298,Faith,A,Howard,M,F,2,4,Graduate Degree,Management,2,5-10 Miles,North America,76,80,no
543,Kaylee,M,Collins,S,F,2,4,Graduate Degree,Management,2,5-10 Miles,North America,76,80,yes
634,Wyatt,J,Bennett,M,M,2,3,Bachelors,Management,0,0-1 Miles,North America,76,80,yes
607,Clayton,A,Shan,M,M,2,3,Bachelors,Management,0,5-10 Miles,North America,75,80,no
53,Ethan,A,Davis,M,M,5,0,Bachelors,Management,2,10+ Miles,North America,75,80,yes
271,Andre,M,Sara,M,M,1,1,Bachelors,Skilled Manual,0,1-2 Miles,Europe,41,50,yes
190,Miguel,C,Roberts,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,42,50,yes
177,Melvin,R,Tang,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,44,50,no
264,Larry,T,Diaz,S,M,0,0,Partial High School,Manual,2,0-1 Miles,Europe,44,50,no
276,Kristi,A,Randall,M,F,0,0,Partial High School,Manual,2,0-1 Miles,Europe,44,50,no
119,Teresa,A,Ruiz,S,F,0,0,Partial High School,Manual,2,1-2 Miles,Europe,44,50,yes
211,Andres,A,Deng,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,44,50,yes
2,Stanley,Z,Martinez,M,M,5,5,Bachelors,Professional,2,5-10 Miles,Pacific,53,65,no
23,Kristy,A,Gill,M,F,3,2,Bachelors,Professional,2,0-1 Miles,Pacific,54,65,no
13,Brittney,K,Zeng,S,F,3,2,Bachelors,Professional,2,0-1 Miles,Pacific,53,65,no
173,Frank,A,Ramos,S,M,0,0,Partial College,Clerical,1,1-2 Miles,Europe,43,50,no
187,Benjamin,C,Davis,S,M,0,0,Partial High School,Manual,2,0-1 Miles,Europe,37,50,no
213,Sandra,A,He,S,F,0,0,Partial High School,Manual,2,0-1 Miles,Europe,36,50,no
200,Drew,L,Shen,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,37,50,no
256,Stanley,A,Sai,S,M,0,0,Partial High School,Manual,2,0-1 Miles,Europe,37,50,no
270,George,L,Kapoor,M,M,0,0,Partial High School,Manual,2,0-1 Miles,Europe,37,50,no
174,Brian,T,Albrecht,S,F,0,0,High School,Manual,1,1-2 Miles,Europe,39,50,no
240,Warren,A,Goel,M,M,1,1,Bachelors,Skilled Manual,0,0-1 Miles,Europe,43,50,yes
242,Sandra,A,Li,M,F,1,1,Bachelors,Skilled Manual,0,0-1 Miles,Europe,43,50,yes
271,Jan,K,Watson,M,F,1,1,Bachelors,Skilled Manual,0,1-2 Miles,Europe,42,50,yes
196,Adam,A,Hall,S,M,0,0,High School,Manual,1,2-5 Miles,Europe,43,50,no
160,Fernando,M,Lopez,S,M,0,0,High School,Manual,1,1-2 Miles,Europe,44,50,no
168,Sheila,C,Torres,S,F,0,0,High School,Manual,1,2-5 Miles,Europe,43,50,no
133,Francis,A,Dominguez,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,45,50,no
123,Briana,A,Torres,M,F,1,1,Bachelors,Skilled Manual,0,0-1 Miles,Europe,44,50,yes
128,Peter,A,Jai,M,M,1,1,Bachelors,Skilled Manual,1,0-1 Miles,Europe,43,50,yes
234,Mario,A,Xie,M,M,1,1,Bachelors,Skilled Manual,1,0-1 Miles,Europe,44,50,yes
264,Ruben,S,Sanchez,S,M,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,Europe,44,50,no
277,Teresa,A,Ramos,S,F,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,44,50,yes
270,Claudia,A,Gao,S,F,0,0,Partial High School,Manual,2,1-2 Miles,Europe,45,50,yes
231,Ariana,J,Bailey,S,F,2,2,Partial College,Clerical,0,1-2 Miles,Europe,44,50,yes
235,Curtis,E,Li,M,M,2,2,Partial College,Clerical,0,0-1 Miles,Europe,44,50,no
245,Dominic,L,Gonzalez,S,M,0,0,Partial High School,Manual,2,1-2 Miles,Europe,46,50,yes
238,Savannah,E,Gray,S,F,0,0,High School,Manual,1,2-5 Miles,Europe,45,50,no
189,Christian,H,Clark,S,M,0,0,High School,Manual,1,2-5 Miles,Europe,46,50,no
171,Katherine,A,Edwards,S,F,2,2,Partial College,Clerical,1,1-2 Miles,Europe,45,50,no
172,Jésus,K,Munoz,S,M,2,2,Partial College,Clerical,1,0-1 Miles,Europe,46,50,yes
133,Catherine,A,Sanchez,S,F,2,2,Partial College,Clerical,2,1-2 Miles,Europe,46,50,no
545,Rachel,A,Alexander,S,F,3,3,Partial College,Clerical,0,0-1 Miles,North America,42,50,no
314,Evan,S,Howard,S,M,3,3,Partial College,Clerical,1,1-2 Miles,North America,42,50,yes
56,Haley,A,Scott,S,F,3,3,Partial College,Clerical,1,0-1 Miles,North America,42,50,no
307,Jessie,D,Suarez,S,F,3,3,Partial College,Clerical,2,1-2 Miles,North America,43,50,yes
623,Mackenzie,J,Sanders,S,F,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,North America,43,50,no
644,Victoria,J,Davis,S,F,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,43,50,yes
547,Blake,A,Mitchell,S,M,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,43,50,yes
49,Kaitlyn,S,Peterson,S,F,3,3,Partial College,Clerical,2,1-2 Miles,North America,42,50,yes
62,Austin,A,Smith,M,M,4,4,Partial College,Clerical,1,0-1 Miles,North America,41,50,no
49,Jennifer,G,Bennett,S,F,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,North America,51,65,no
51,Zachary,L,Robinson,S,M,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,51,65,yes
59,Destiny,M,Harris,S,F,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,51,65,yes
62,Thomas,J,Mitchell,S,M,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,51,65,yes
536,Nancy,E,Martinez,S,F,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,51,65,yes
638,Alexander,M,Walker,S,M,0,0,Graduate Degree,Skilled Manual,0,1-2 Miles,North America,51,65,yes
545,Amanda,A,Ward,M,F,2,0,High School,Manual,2,1-2 Miles,North America,64,65,yes
307,Eduardo,A,Sanchez,M,M,1,0,Bachelors,Skilled Manual,1,1-2 Miles,North America,64,65,yes
315,Brandon,A,Jai,M,M,1,0,Bachelors,Skilled Manual,1,1-2 Miles,North America,64,65,yes
536,Audrey,H,Gill,M,F,1,0,Bachelors,Skilled Manual,1,1-2 Miles,North America,64,65,no
634,Marcus,A,Barnes,M,M,1,0,Bachelors,Skilled Manual,1,1-2 Miles,North America,64,65,yes
51,Isaac,A,Carter,M,M,2,0,Partial High School,Manual,2,1-2 Miles,North America,62,65,yes
66,Cameron,R,Johnson,M,M,3,0,Partial High School,Manual,2,1-2 Miles,North America,63,65,yes
631,Lucas,A,Howard,S,M,3,0,Partial High School,Clerical,2,1-2 Miles,North America,63,65,yes
633,Luke,A,Campbell,M,M,1,0,High School,Manual,1,1-2 Miles,North America,62,65,yes
301,Leonard,D,Raje,M,M,1,0,High School,Clerical,1,5-10 Miles,North America,63,65,no
339,Charles,J,Thompson,M,M,1,0,Partial College,Clerical,1,0-1 Miles,North America,63,65,yes
361,Nathan,A,Henderson,M,M,1,0,Partial College,Clerical,1,0-1 Miles,North America,62,65,yes
374,Austin,C,Lewis,M,M,1,0,Partial College,Clerical,1,0-1 Miles,North America,63,65,yes
